17, 17101220, 1, 4096, 9519104
19, 2430438, 1, 4096, 2322432
38, 18907487, 1, 4096, 6705152
43, 5190854, 1, 4096, 9904128
47, 3954095, 1, 4096, 6905856
55, 7517698, 1, 4096, 4763648
62, 7513981, 1, 4096, 2707456
71, 8868622, 1, 4096, 6635520
77, 5465319, 1, 4096, 7962624
86, 9729475, 1, 4096, 4395008
94, 7338642, 1, 4096, 9998336
96, 2618932, 1, 4096, 2842624
102, 5542113, 1, 4096, 4108288
111, 9605463, 1, 4096, 552960
117, 6048353, 1, 4096, 9752576
123, 5312783, 1, 4096, 5128192
127, 4317166, 1, 4096, 8114176
136, 8545496, 1, 4096, 8171520
146, 10040760, 1, 4096, 782336
150, 4147988, 1, 4096, 5644288
154, 4321825, 1, 4096, 8491008
160, 5916044, 1, 4096, 6115328
164, 3954426, 1, 4096, 6955008
168, 3668780, 1, 4096, 53248
175, 7330256, 1, 4096, 3776512
182, 6838023, 1, 4096, 9146368
191, 9018503, 1, 4096, 7389184
195, 4469181, 1, 4096, 8380416
202, 6811283, 1, 4096, 10092544
208, 5808622, 1, 4096, 5603328
218, 10132301, 1, 4096, 155648
229, 10819751, 1, 4096, 761856
236, 6696939, 1, 4096, 8007680
258, 22027669, 1, 4096, 7372800
260, 2723628, 1, 4096, 10055680
270, 9845313, 1, 4096, 10264576
274, 3763447, 1, 4096, 7344128
284, 9895908, 1, 4096, 5861376
290, 5732961, 1, 4096, 1388544
296, 6570331, 1, 4096, 2867200
303, 6671220, 1, 4096, 4378624
305, 2425429, 1, 4096, 6893568
312, 6663927, 1, 4096, 733184
323, 10530618, 1, 4096, 1183744
329, 6716987, 1, 4096, 2686976
336, 6363724, 1, 4096, 8183808
342, 6327766, 1, 4096, 1949696
349, 6786466, 1, 4096, 3399680
358, 9196897, 1, 4096, 3600384
367, 8586482, 1, 4096, 1847296
373, 6519005, 1, 4096, 1400832
382, 9210813, 1, 4096, 3530752
386, 3938646, 1, 4096, 4280320
389, 2493897, 1, 4096, 8818688
398, 8968399, 1, 4096, 6967296
404, 6256984, 1, 4096, 802816
409, 5289179, 1, 4096, 4022272
416, 6306747, 1, 4096, 9273344
422, 6181031, 1, 4096, 8658944
427, 4742113, 1, 4096, 9908224
429, 2776437, 1, 4096, 10461184
440, 10899069, 1, 4096, 1417216
446, 5912628, 1, 4096, 10412032
454, 7506897, 1, 4096, 8372224
459, 5469638, 1, 4096, 7720960
467, 7689741, 1, 4096, 1900544
469, 2103575, 1, 4096, 4202496
472, 3257569, 1, 4096, 6926336
482, 9784469, 1, 4096, 9117696
488, 6073129, 1, 4096, 8646656
491, 2726113, 1, 4096, 3567616
497, 5937935, 1, 4096, 4898816
505, 8488448, 1, 4096, 8761344
514, 8951877, 1, 4096, 1167360
517, 3236299, 1, 4096, 9719808
523, 5553114, 1, 4096, 1363968
531, 8140526, 1, 4096, 1318912
534, 3283297, 1, 4096, 9797632
540, 5618376, 1, 4096, 9129984
545, 4746561, 1, 4096, 2502656
553, 7689570, 1, 4096, 2244608
562, 9521396, 1, 4096, 8253440
570, 8289094, 1, 4096, 10293248
578, 7668651, 1, 4096, 10174464
584, 6045758, 1, 4096, 3829760
587, 2707657, 1, 4096, 4374528
592, 5598849, 1, 4096, 3850240
597, 4443332, 1, 4096, 1064960
607, 10495463, 1, 4096, 9216000
614, 7082582, 1, 4096, 3211264
621, 7049159, 1, 4096, 6733824
626, 4317256, 1, 4096, 7798784
631, 5627744, 1, 4096, 7131136
638, 7010827, 1, 4096, 8724480
642, 3311801, 1, 4096, 9453568
652, 10100722, 1, 4096, 9969664
660, 7639246, 1, 4096, 5976064
668, 8019218, 1, 4096, 7811072
676, 8720063, 1, 4096, 20480
679, 2765486, 1, 4096, 4624384
685, 5594701, 1, 4096, 4075520
689, 4203823, 1, 4096, 8826880
