17, 4679206, 1, 4096, 9519104
19, 9359174, 1, 4096, 2322432
38, 12999126, 1, 4096, 6705152
43, 2469118, 1, 4096, 9904128
47, 10529110, 1, 4096, 6905856
55, 7669094, 1, 4096, 4763648
62, 9099094, 1, 4096, 2707456
71, 5849118, 1, 4096, 6635520
77, 5459086, 1, 4096, 7962624
86, 9619118, 1, 4096, 4395008
94, 7799150, 1, 4096, 9998336
96, 10139174, 1, 4096, 2842624
102, 12609078, 1, 4096, 4108288
111, 1689110, 1, 4096, 552960
117, 7539198, 1, 4096, 9752576
123, 9359134, 1, 4096, 5128192
127, 7149110, 1, 4096, 8114176
136, 9879062, 1, 4096, 8171520
146, 6369174, 1, 4096, 782336
150, 12479134, 1, 4096, 5644288
154, 4939110, 1, 4096, 8491008
160, 12219102, 1, 4096, 6115328
164, 5979078, 1, 4096, 6955008
168, 5849166, 1, 4096, 53248
175, 2599118, 1, 4096, 3776512
182, 4029142, 1, 4096, 9146368
191, 5719086, 1, 4096, 7389184
195, 8319078, 1, 4096, 8380416
202, 3379086, 1, 4096, 10092544
208, 11439134, 1, 4096, 5603328
218, 4419142, 1, 4096, 155648
229, 10399070, 1, 4096, 761856
236, 9229174, 1, 4096, 8007680
258, 7149070, 1, 4096, 7372800
260, 10529102, 1, 4096, 10055680
270, 12349062, 1, 4096, 10264576
274, 3509102, 1, 4096, 7344128
284, 10009086, 1, 4096, 5861376
290, 11699134, 1, 4096, 1388544
296, 7929086, 1, 4096, 2867200
303, 8319086, 1, 4096, 4378624
305, 7929102, 1, 4096, 6893568
312, 9489158, 1, 4096, 733184
323, 7929070, 1, 4096, 1183744
329, 8319086, 1, 4096, 2686976
336, 6109142, 1, 4096, 8183808
342, 8319158, 1, 4096, 1949696
349, 7409086, 1, 4096, 3399680
358, 12089062, 1, 4096, 3600384
367, 5719086, 1, 4096, 1847296
373, 10139070, 1, 4096, 1400832
382, 10009094, 1, 4096, 3530752
386, 4419078, 1, 4096, 4280320
389, 7279134, 1, 4096, 8818688
398, 4159094, 1, 4096, 6967296
404, 9489158, 1, 4096, 802816
409, 10919110, 1, 4096, 4022272
416, 10399142, 1, 4096, 9273344
422, 7409070, 1, 4096, 8658944
427, 4159086, 1, 4096, 9908224
429, 9619070, 1, 4096, 10461184
440, 4679206, 1, 4096, 1417216
446, 4289206, 1, 4096, 10412032
454, 9359094, 1, 4096, 8372224
459, 6759078, 1, 4096, 7720960
467, 6759150, 1, 4096, 1900544
469, 4549102, 1, 4096, 4202496
472, 2989102, 1, 4096, 6926336
482, 11049094, 1, 4096, 9117696
488, 9619070, 1, 4096, 8646656
491, 10269142, 1, 4096, 3567616
497, 5589086, 1, 4096, 4898816
505, 12869118, 1, 4096, 8761344
514, 3119174, 1, 4096, 1167360
517, 5459190, 1, 4096, 9719808
523, 7409190, 1, 4096, 1363968
531, 8319062, 1, 4096, 1318912
534, 12479190, 1, 4096, 9797632
540, 6499070, 1, 4096, 9129984
545, 10269166, 1, 4096, 2502656
553, 4939062, 1, 4096, 2244608
562, 5979150, 1, 4096, 8253440
570, 8579094, 1, 4096, 10293248
578, 7149062, 1, 4096, 10174464
584, 6499158, 1, 4096, 3829760
587, 9489070, 1, 4096, 4374528
592, 8839070, 1, 4096, 3850240
597, 5719102, 1, 4096, 1064960
607, 7279182, 1, 4096, 9216000
614, 3769150, 1, 4096, 3211264
621, 7539118, 1, 4096, 6733824
626, 9489078, 1, 4096, 7798784
631, 6499078, 1, 4096, 7131136
638, 9749086, 1, 4096, 8724480
642, 4159078, 1, 4096, 9453568
652, 8969070, 1, 4096, 9969664
660, 11049126, 1, 4096, 5976064
668, 10658188, 1, 4096, 7811072
676, 24567546, 1, 4096, 20480
679, 24957378, 1, 4096, 4624384
685, 8449070, 1, 4096, 4075520
689, 2469142, 1, 4096, 8826880
698, 8449118, 1, 4096, 5177344
725, 2989126, 1, 4096, 9445376
735, 7929070, 1, 4096, 9900032
740, 5589110, 1, 4096, 7106560
742, 8189102, 1, 4096, 9633792
751, 4029206, 1, 4096, 36864
758, 4549174, 1, 4096, 7499776
767, 5979086, 1, 4096, 5763072
772, 8709134, 1, 4096, 1101824
779, 7279078, 1, 4096, 2543616
789, 6369070, 1, 4096, 2895872
792, 4289110, 1, 4096, 5693440
798, 3249110, 1, 4096, 8949760
807, 5069094, 1, 4096, 7155712
817, 6499142, 1, 4096, 1835008
825, 4939094, 1, 4096, 3645440
828, 5459158, 1, 4096, 10137600
834, 10789070, 1, 4096, 9732096
843, 5069118, 1, 4096, 5873664
853, 5199094, 1, 4096, 8220672
857, 5979102, 1, 4096, 5451776
862, 10009078, 1, 4096, 4485120
870, 6629062, 1, 4096, 4333568
878, 7279094, 1, 4096, 6291456
888, 4419094, 1, 4096, 8589312
896, 6239094, 1, 4096, 10481664
902, 10659070, 1, 4096, 10072064
907, 11179078, 1, 4096, 9175040
917, 7929086, 1, 4096, 7565312
921, 9619078, 1, 4096, 6574080
926, 5069070, 1, 4096, 5808128
932, 6629078, 1, 4096, 7208960
941, 1039142, 1, 4096, 1552384
950, 6759118, 1, 4096, 5541888
953, 8189110, 1, 4096, 2396160
964, 11309158, 1, 4096, 8736768
970, 8449070, 1, 4096, 8187904
981, 4029078, 1, 4096, 6840320
989, 5719126, 1, 4096, 3022848
997, 9879094, 1, 4096, 1019904
1007, 9099158, 1, 4096, 7221248
1015, 4419094, 1, 4096, 8998912
1020, 6109190, 1, 4096, 557056
1027, 3899070, 1, 4096, 237568
1036, 7669126, 1, 4096, 4288512
1047, 11179126, 1, 4096, 8556544
1054, 5329062, 1, 4096, 8323072
1063, 5589094, 1, 4096, 6565888
1074, 9879142, 1, 4096, 1458176
1081, 4419150, 1, 4096, 6848512
1090, 7409086, 1, 4096, 5206016
1097, 6499110, 1, 4096, 8663040
1101, 4029102, 1, 4096, 5771264
1111, 2729126, 1, 4096, 10018816
1117, 8839070, 1, 4096, 9498624
1126, 6759086, 1, 4096, 7806976
1136, 4159094, 1, 4096, 10084352
1146, 10789206, 1, 4096, 913408
1149, 10139190, 1, 4096, 9240576
1154, 2859190, 1, 4096, 602112
1157, 4939158, 1, 4096, 7057408
1162, 4419158, 1, 4096, 573440
1165, 5459158, 1, 4096, 7061504
